序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
17,300364,中文在线,25.66,13.19,2.99,1392294.0,3369336695.03,20.64,26.98,22.3,23.29,22.67,3.26,21.08,-53.14,20.76,186.93,16946517637.0,0.23,-0.5,-0.66,4.61
18,301287,康力源,55.0,13.17,6.4,133181.0,764052689.02,7.76,58.32,54.55,54.55,48.6,1.44,78.2,48.91,3.24,36.67,936724250.0,0.04,0.68,68.35,97.06
19,688500,慧辰股份,35.93,12.53,4.0,103455.0,365332605.0,14.0,37.5,33.03,33.05,31.93,5.3,13.93,-37.79,3.69,26.69,2668683144.0,0.0,0.08,14.24,4.75
20,301331,恩威医药,31.42,12.01,3.37,119177.0,359079344.14,15.08,32.2,27.97,27.97,28.05,5.01,36.0,49.57,3.05,32.33,1040055508.0,-0.1,-0.1,28.67,37.09
21,300588,熙菱信息,14.36,12.01,1.54,296190.0,406733501.96,16.46,14.83,12.72,12.82,12.82,7.17,16.75,-45.77,9.14,27.5,2539164351.0,0.0,-0.21,-2.18,-7.71
22,831087,秋乐种业,20.64,11.99,2.21,259448.0,526316704.69,20.78,22.0,18.17,18.48,18.43,2.91,16.15,-190.08,6.41,34.1,3315294324.0,0.0,-0.29,52.32,74.18
23,300796,贝斯美,13.63,11.72,1.43,945097.0,1277081557.02,22.46,14.64,11.9,12.16,12.2,2.26,26.17,47.36,2.84,49.22,4922377345.0,-0.22,-0.22,33.76,33.5
24,837403,康农种业,37.2,10.91,3.66,58126.0,212133553.83,22.0,40.38,33.0,33.54,33.54,2.01,14.02,-743.73,5.59,26.4,1541789340.0,-0.03,0.3,31.45,73.18
25,873665,科强股份,17.9,10.56,1.71,123121.0,209895497.57,17.11,18.37,15.6,16.1,16.19,1.55,19.22,58.0,3.23,23.27,1146882857.0,-0.17,0.39,16.23,73.79
26,301345,涛涛车业,90.5,10.51,8.61,38399.0,331476506.4,12.43,91.46,81.28,81.31,81.89,2.23,13.39,28.51,3.22,98.31,2595878561.0,-0.06,0.06,43.81,41.16
27,430090,同辉信息,7.9,10.49,0.75,431648.0,351381299.77,29.65,9.17,7.05,7.14,7.15,4.68,31.89,-65.89,15.86,15.75,1069244460.0,-0.25,-0.63,2.6,43.12
28,300834,星辉环材,26.92,10.42,2.54,212193.0,555005223.1,19.69,28.33,23.53,23.53,24.38,3.13,30.8,70.94,1.75,52.15,1854392545.0,0.07,0.11,31.83,36.23
29,300127,银河磁体,28.88,10.31,2.7,425171.0,1180422697.36,18.91,30.96,26.01,26.6,26.18,2.47,18.42,59.18,6.78,93.32,6665970123.0,0.0,0.07,12.64,19.19
30,600751,海航科技,3.7,10.12,0.34,2672832.0,935029872.0,12.5,3.7,3.28,3.35,3.36,2.19,10.39,62.4,1.42,107.28,9520799492.0,0.0,0.0,30.74,40.68
31,002122,汇洲智能,4.68,10.12,0.43,3181101.0,1483803284.35,2.35,4.68,4.58,4.6,4.25,3.15,16.0,107.61,4.44,93.67,9305959399.0,0.0,0.0,-13.49,37.65
32,002172,澳洋健康,4.57,10.12,0.42,2053644.0,929408130.99,6.27,4.57,4.31,4.57,4.15,5.21,26.84,47.29,22.87,34.99,3497292949.0,0.0,0.0,22.52,46.01
33,600468,百利电气,9.63,10.06,0.88,3134607.0,2887136756.0,13.37,9.63,8.46,8.46,8.75,1.11,28.82,81.9,5.35,104.75,10474891141.0,0.0,0.21,122.92,104.89
34,600706,曲江文旅,10.84,10.05,0.99,319461.0,342673398.0,7.61,10.84,10.09,10.09,9.85,3.9,12.58,-15.85,4.49,27.65,2753687205.0,0.0,0.0,0.37,12.92
35,600798,宁波海运,4.16,10.05,0.38,2020052.0,804467684.0,11.38,4.16,3.73,3.79,3.78,2.52,16.74,-27.01,1.28,50.19,5019182276.0,0.0,0.0,40.07,37.29
36,002181,粤 传 媒,7.34,10.04,0.67,1714483.0,1235538927.98,6.6,7.34,6.9,7.0,6.67,1.77,15.11,58.26,2.0,85.22,8327378129.0,0.0,0.0,26.12,30.84
37,603823,百合花,12.82,10.04,1.17,206687.0,254861445.0,11.07,12.82,11.53,11.53,11.65,0.67,5.03,29.14,2.28,53.38,5269423881.0,0.0,0.0,26.68,40.11
38,003027,同兴科技,18.87,10.03,1.72,49755.0,92538549.2,10.15,18.87,17.13,17.19,17.15,1.44,4.74,45.28,1.49,24.67,1978726466.0,0.0,0.0,20.73,25.47
39,002298,中电鑫龙,8.45,10.03,0.77,3243297.0,2692410453.53,8.33,8.45,7.81,7.81,7.68,3.01,49.62,37.03,3.03,62.54,5523472765.0,0.0,0.0,36.95,58.83
40,601022,宁波远洋,10.65,10.02,0.97,870384.0,885075349.0,10.74,10.65,9.61,9.68,9.68,2.56,35.01,19.9,2.34,139.37,2647945007.0,0.0,0.0,34.81,32.63
41,603995,甬金股份,19.55,10.02,1.78,59737.0,116786343.0,0.0,19.55,19.55,19.55,17.77,0.58,1.63,17.25,1.3,71.48,7147816182.0,0.0,0.0,-0.46,9.89
42,002040,南 京 港,11.53,10.02,1.05,773701.0,855918190.23,10.78,11.53,10.4,10.5,10.48,1.86,15.92,35.21,1.7,56.49,5602889872.0,0.0,0.0,76.3,74.96
43,603332,苏州龙杰,18.0,10.02,1.64,388070.0,686309081.0,6.72,18.0,16.9,17.35,16.36,1.19,17.94,74.22,3.16,38.94,3894249312.0,0.0,0.0,87.7,109.06
44,002940,昂利康,23.74,10.01,2.16,96162.0,227979150.52,2.5,23.74,23.2,23.74,21.58,0.42,5.19,75.27,3.09,47.89,4398439587.0,0.0,0.0,78.09,80.12
45,002900,哈三联,16.7,10.01,1.52,501763.0,829898146.7,11.79,16.7,14.91,15.03,15.18,1.14,28.99,-45.79,2.55,52.83,2890436752.0,0.0,0.0,71.63,73.06
46,600644,乐山电力,16.92,10.01,1.54,1273587.0,2084858468.0,12.29,16.92,15.03,15.39,15.38,1.75,23.66,-2032.06,4.79,97.85,9109739150.0,0.0,0.0,165.62,176.47
47,603980,吉华集团,5.72,10.0,0.52,1116421.0,632682255.0,6.35,5.72,5.39,5.46,5.2,5.12,16.49,-46.6,1.01,38.71,3871486819.0,0.0,0.0,19.42,30.89
48,605099,共创草坪,44.2,10.0,4.02,123321.0,544455584.0,2.49,44.2,43.2,44.2,40.18,1.35,3.08,28.45,6.68,177.53,17683978000.0,0.0,0.0,109.48,117.31
49,002300,太阳电缆,6.82,10.0,0.62,410656.0,275060338.4,10.16,6.82,6.19,6.23,6.2,1.47,5.69,58.8,2.58,49.26,4925915902.0,0.0,0.0,27.0,27.72
50,600980,北矿科技,20.68,10.0,1.88,22124.0,45751398.0,0.0,20.68,20.68,20.68,18.8,0.38,1.26,47.14,2.81,39.14,3633004620.0,0.0,0.0,15.85,36.23
51,300043,星辉娱乐,4.84,10.0,0.44,3124208.0,1434136800.37,18.41,5.13,4.32,4.32,4.4,1.84,25.12,-31.64,4.25,60.22,6018731185.0,0.0,-0.62,19.21,32.97
52,603019,中科曙光,68.09,10.0,6.19,67196.0,457538994.0,0.0,68.09,68.09,68.09,61.9,0.56,0.46,133.57,5.03,996.3,99316869564.0,0.0,0.0,-3.35,-5.5
53,603065,宿迁联盛,9.9,10.0,0.9,273619.0,261541582.0,10.67,9.9,8.94,8.95,9.0,1.27,13.91,133.26,2.05,41.48,1947067205.0,0.0,0.0,24.06,36.18
54,600232,金鹰股份,7.7,10.0,0.7,760291.0,585408139.0,0.86,7.7,7.64,7.7,7.0,13.9,20.85,-168.35,3.03,28.08,2808332789.0,0.0,0.0,24.39,47.23
55,603879,永悦科技,7.38,9.99,0.67,905005.0,633936499.0,14.61,7.38,6.4,6.67,6.71,1.38,25.18,-113.59,10.25,26.52,2651961967.0,0.0,0.0,77.83,92.19
56,603139,康惠制药,22.68,9.99,2.06,40597.0,90150678.0,11.06,22.68,20.4,20.61,20.62,1.7,4.06,-32.85,2.7,22.65,2265278400.0,0.0,0.0,46.32,57.94
57,603787,新日股份,12.77,9.99,1.16,70637.0,87762095.0,11.11,12.77,11.48,11.6,11.61,2.61,3.07,24.55,1.92,29.39,2938936198.0,0.0,0.0,13.31,23.74
58,002317,众生药业,16.84,9.99,1.53,467129.0,786645825.4,0.0,16.84,16.84,16.84,15.31,0.77,6.13,43.4,3.75,143.4,12825637117.0,0.0,0.0,55.78,40.92
59,601008,连云港,7.6,9.99,0.69,2244924.0,1628524437.0,11.29,7.6,6.82,6.85,6.91,1.59,18.09,103.41,2.33,94.29,9428848846.0,0.0,0.0,107.08,101.59
60,002826,易明医药,19.61,9.98,1.78,65869.0,129169109.0,0.0,19.61,19.61,19.61,17.83,1.88,3.78,49.74,4.91,37.39,3418540488.0,0.0,0.0,88.74,89.29
61,603032,德新科技,17.64,9.98,1.6,380663.0,646558875.0,9.73,17.64,16.08,16.88,16.04,7.29,16.43,-958.27,3.75,41.19,4086536026.0,0.0,0.0,12.93,31.15
62,603716,塞力医疗,13.46,9.97,1.22,248874.0,334706357.0,0.57,13.46,13.39,13.4,12.24,0.94,13.03,-44.88,3.03,25.71,2571095469.0,0.0,0.0,11.42,86.43
63,002343,慈文传媒,8.38,9.97,0.76,766313.0,605063117.94,10.37,8.38,7.59,7.62,7.62,1.51,16.13,490.89,3.98,39.8,3980078369.0,0.0,0.0,12.03,35.16
64,603906,龙蟠科技,15.33,9.97,1.39,1054053.0,1581432725.0,11.19,15.33,13.77,13.77,13.94,1.22,18.65,-98.23,3.57,101.96,8662659583.0,0.0,0.0,30.03,47.97
65,002161,远 望 谷,7.28,9.97,0.66,1613294.0,1143639378.07,12.54,7.28,6.45,6.57,6.62,2.19,22.61,-55.57,3.59,53.85,5193983733.0,0.0,0.0,17.04,30.94
66,600353,旭光电子,11.92,9.96,1.08,710799.0,838760716.0,5.26,11.92,11.35,11.6,10.84,1.5,8.58,82.06,5.5,98.93,9879429015.0,0.0,0.0,42.07,66.48
67,600530,交大昂立,9.5,9.95,0.86,1078988.0,988185183.0,9.38,9.5,8.69,8.9,8.64,1.88,13.92,-267.32,23.77,73.62,7361740000.0,0.0,0.0,87.01,97.1
68,002480,新筑股份,7.19,9.94,0.65,77630.0,55815970.0,0.0,7.19,7.19,7.19,6.54,0.25,1.01,-76.57,5.52,55.3,5519881606.0,0.0,0.0,34.39,39.34
69,301052,果麦文化,41.1,9.89,3.7,151550.0,598628316.97,13.56,42.18,37.11,37.2,37.4,2.24,18.9,-516.45,5.75,40.67,3296052312.0,0.0,0.12,36.86,61.87
70,002951,金时科技,14.88,9.65,1.31,430735.0,611512451.77,16.95,14.93,12.63,13.44,13.57,2.9,10.64,-59.57,3.48,60.26,6026377680.0,0.27,1.43,132.5,122.75
71,300240,飞力达,9.79,9.63,0.86,939054.0,883110496.46,16.24,10.18,8.73,8.88,8.93,2.14,25.84,1516.79,2.52,36.38,3557479225.0,0.1,0.31,50.62,49.01
72,688488,艾迪药业,15.39,9.62,1.35,358532.0,544597563.0,9.9,15.78,14.39,14.6,14.04,1.87,8.52,103.9,6.5,64.76,6475847415.0,-0.06,-0.19,58.66,95.8
73,301209,联合化学,101.93,9.51,8.85,51014.0,514788823.16,14.14,107.94,94.78,94.87,93.08,2.27,14.87,172.53,15.63,114.16,3496199000.0,0.24,0.14,293.1,431.44
74,300723,一品红,62.03,9.4,5.33,233775.0,1354420808.64,20.35,65.7,54.16,55.91,56.7,1.66,5.6,123.78,14.48,280.19,25906822677.0,0.05,-0.43,155.06,263.6
75,301263,泰恩康,38.6,9.35,3.3,316373.0,1154522116.4,13.37,38.8,34.08,35.03,35.3,1.71,10.42,130.16,9.58,164.24,11718421723.0,-0.44,0.81,89.77,160.99
76,300173,福能东方,6.12,9.29,0.52,1238669.0,742373494.5,14.64,6.42,5.6,5.6,5.6,6.93,16.86,198.3,4.53,44.97,4496521272.0,0.0,0.66,-11.82,8.32
77,300945,曼卡龙,26.38,9.28,2.24,587826.0,1458254527.65,13.55,26.58,23.31,23.54,24.14,1.09,24.66,40.18,4.17,69.13,6287224461.0,0.0,0.27,122.05,129.59
78,688180,君实生物-U,37.0,9.24,3.13,397315.0,1418015556.0,11.93,37.9,33.86,34.6,33.87,2.1,5.2,-38.82,6.49,364.71,28288311927.0,0.0,-0.11,26.76,35.38
79,300694,蠡湖股份,14.14,9.19,1.19,315288.0,439460714.15,14.44,14.77,12.9,12.95,12.95,5.29,14.64,109.41,2.22,30.45,3044582055.0,0.0,0.86,-9.53,-10.9
80,301015,百洋医药,21.11,8.98,1.74,301543.0,629474831.23,14.09,22.13,19.4,19.47,19.37,2.5,5.74,32.63,5.66,110.96,11094400567.0,0.05,0.19,-6.8,-9.98
81,300368,汇金股份,12.8,8.94,1.05,1706423.0,2148978602.73,20.43,13.63,11.23,11.82,11.75,1.39,32.26,-120.43,49.25,67.7,6770476480.0,-0.08,1.43,169.47,194.93
82,873305,九菱科技,61.2,8.9,5.0,98664.0,588007995.86,26.46,68.88,54.01,57.89,56.2,1.45,27.2,158.23,12.2,39.7,2220164089.0,0.0,-1.1,99.67,228.86
83,688353,华盛锂电,24.36,8.85,1.98,53352.0,130033989.0,14.75,25.8,22.5,22.5,22.38,6.62,8.53,-22.55,1.14,38.85,1522850613.0,-0.45,-0.41,2.53,4.19
84,301606,绿联科技,54.85,8.79,4.43,60274.0,322895329.71,11.74,55.8,49.88,50.46,50.42,2.16,18.15,37.86,8.1,227.58,1821125093.0,-0.02,0.31,26.24,47.45
85,301137,哈焊华通,42.28,8.69,3.38,361914.0,1525170033.58,14.06,45.56,40.09,40.09,38.9,1.67,35.59,312.48,5.64,76.87,4299952104.0,0.45,-0.07,133.08,142.01
86,300743,天地数码,20.28,8.39,1.57,164334.0,328047020.76,12.35,20.86,18.55,18.69,18.71,1.88,12.91,23.94,5.21,30.67,2581677300.0,0.35,0.25,19.93,37.58
87,002546,新联电子,6.34,8.38,0.49,2229585.0,1375871652.6,11.97,6.44,5.74,5.75,5.85,3.03,27.83,12.32,1.59,52.88,5079811489.0,-0.31,0.48,29.65,50.59
88,300189,神农种业,4.7,8.29,0.36,3018203.0,1398929240.59,19.59,5.08,4.23,4.33,4.34,2.67,34.06,-1234.01,6.89,48.13,4165363598.0,0.21,0.43,17.5,19.59
89,300427,红相股份,7.29,8.16,0.55,997488.0,700798579.27,15.43,7.58,6.54,6.66,6.74,1.88,20.16,59.87,3.01,37.07,3607142520.0,0.0,0.28,25.04,23.56
90,300342,天银机电,18.1,8.12,1.36,807726.0,1447461295.51,17.5,19.78,16.85,17.51,16.74,3.75,19.34,219.52,4.96,76.93,7561247579.0,0.0,0.0,-5.33,11.94
91,300881,盛德鑫泰,32.4,8.11,2.43,74836.0,238998359.28,9.48,33.19,30.35,30.41,29.97,6.25,13.04,18.03,3.6,35.64,1859962500.0,-0.15,-0.43,0.68,8.91
92,301335,天元宠物,39.66,8.07,2.96,197100.0,765979799.01,13.57,41.0,36.02,36.02,36.7,1.16,39.52,75.17,2.65,49.97,1978042659.0,0.0,0.81,45.76,76.27
93,603680,今创集团,13.16,7.87,0.96,376851.0,483401022.0,14.67,13.42,11.63,12.01,12.2,2.53,4.81,17.26,1.88,103.14,10313738974.0,-0.08,0.23,54.1,58.55
94,836961,西磁科技,41.67,7.81,3.02,101591.0,419115681.43,13.74,44.36,39.05,40.4,38.65,2.35,27.19,690.49,10.72,29.5,1557182898.0,0.02,-0.05,-3.34,51.2
95,301138,华研精机,39.01,7.76,2.81,111959.0,423330417.81,8.7,39.1,35.95,36.25,36.2,2.41,16.33,83.11,4.19,46.81,2674531061.0,0.1,0.18,28.03,46.71
96,300327,中颖电子,23.0,7.43,1.59,367078.0,862849022.74,8.73,24.68,22.81,23.1,21.41,7.4,10.79,126.17,4.46,78.52,7827248634.0,-0.13,-0.3,-10.12,-6.01
97,688073,毕得医药,49.79,7.42,3.44,38486.0,186044000.0,11.18,50.98,45.8,46.27,46.35,1.78,8.9,36.86,2.31,45.25,2152629424.0,-0.2,0.02,-2.79,3.08
98,600521,华海药业,21.17,7.41,1.46,1055124.0,2143969594.0,11.67,21.54,19.24,19.3,19.71,1.41,7.19,26.83,3.35,319.22,31051215438.0,-0.05,0.09,32.4,18.47
99,838262,太湖雪,28.85,7.33,1.97,70979.0,202085475.79,8.18,29.36,27.16,27.16,26.88,3.72,22.76,61.66,6.2,19.94,899698992.0,-0.03,0.59,39.44,52.97
100,688433,华曙高科,35.62,7.29,2.42,69495.0,243277776.0,6.33,35.94,33.84,34.59,33.2,1.67,3.44,2615.48,7.62,147.53,7198955878.0,-0.22,-0.08,-26.24,52.94
101,603819,神力股份,14.41,6.9,0.93,130975.0,176135673.0,11.13,14.41,12.91,13.45,13.48,2.91,6.02,1712.22,3.99,31.37,3137491995.0,0.35,0.84,-0.62,16.96
102,603818,曲美家居,4.65,6.9,0.3,1723185.0,806671821.0,9.89,4.79,4.36,4.36,4.35,2.71,25.1,-188.39,1.46,32.03,3192428926.0,-0.43,-0.64,59.25,70.96
103,600645,中源协和,25.26,6.85,1.62,342544.0,850815430.0,11.13,25.88,23.25,23.58,23.64,2.59,7.32,105.42,3.26,118.2,11815874368.0,0.24,0.2,12.92,30.88
104,605009,豪悦护理,69.7,6.82,4.45,49816.0,339317578.0,8.35,70.46,65.01,65.9,65.25,1.03,3.23,29.68,3.3,107.56,10733894234.0,0.0,0.22,72.52,74.42
105,601083,锦江航运,12.37,6.82,0.79,549761.0,662313667.0,8.29,12.48,11.52,11.58,11.58,5.56,28.32,11.22,1.86,160.08,2401264400.0,0.08,0.49,36.84,29.94
106,002678,珠江钢琴,5.05,6.77,0.32,638339.0,327262886.87,9.73,5.2,4.74,4.75,4.73,14.23,4.7,-33.22,2.02,68.67,6855750962.0,-0.2,-0.2,7.68,12.98
107,839719,宁新新材,15.92,6.7,1.0,234346.0,386320019.59,21.58,18.0,14.78,14.9,14.92,2.36,32.02,-20.96,2.26,14.82,1165243099.0,-0.06,0.38,22.84,52.78
108,301533,威马农机,37.25,6.7,2.34,81325.0,298403202.7,11.34,38.66,34.7,34.8,34.91,1.91,28.6,94.81,3.32,36.62,1059267075.0,0.22,0.38,19.51,28.01
109,001389,广合科技,58.39,6.67,3.65,135935.0,779168907.35,10.8,59.71,53.8,54.27,54.74,1.82,9.05,25.82,7.94,248.29,8772664246.0,-0.17,0.5,0.6,17.2
110,301011,华立科技,31.89,6.66,1.99,185346.0,578477920.73,8.46,32.29,29.76,30.03,29.9,1.78,13.4,102.32,6.39,46.78,4410625792.0,0.03,0.0,14.34,24.13
111,002274,华昌化工,7.72,6.63,0.48,476966.0,359752916.27,9.39,7.9,7.22,7.22,7.24,3.49,5.09,64.38,1.34,73.52,7240195284.0,0.13,-0.26,-0.52,3.35
112,000507,珠海港,5.85,6.56,0.36,807054.0,459207896.26,7.47,5.88,5.47,5.49,5.49,4.45,8.94,17.19,1.04,53.8,5278643288.0,0.0,0.17,18.66,14.71
113,002632,道明光学,8.99,6.52,0.55,599614.0,546832395.51,9.72,9.28,8.46,8.5,8.44,12.56,10.32,27.28,2.68,56.15,5221392099.0,-0.11,0.45,-5.07,2.51
114,300513,恒实科技,10.22,6.46,0.62,687251.0,661508978.99,15.0,10.5,9.06,9.41,9.6,1.87,24.42,-25.53,2.33,32.06,2876284137.0,-0.2,0.2,16.8,11.94
115,688136,科兴制药,56.39,6.4,3.39,66943.0,369851287.0,11.68,58.2,52.01,52.02,53.0,1.1,3.35,110.04,6.83,112.58,11257826478.0,0.02,-0.67,166.24,157.96
116,301009,可靠股份,16.18,6.38,0.97,274957.0,433327663.2,9.01,16.28,14.91,15.15,15.21,1.18,21.06,59.16,3.25,43.99,2112423699.0,0.0,0.19,37.12,51.36
117,688226,威腾电气,31.01,6.27,1.83,54991.0,167526636.0,13.64,32.56,28.58,29.19,29.18,1.89,3.49,109.42,3.45,58.19,4888649595.0,-0.13,-0.19,-17.09,23.4
118,300921,南凌科技,35.36,6.25,2.08,268260.0,911644520.7,12.53,35.63,31.46,32.2,33.28,2.54,32.58,349.75,5.75,46.57,2911444064.0,0.08,1.03,6.7,30.48
119,301320,豪江智能,20.4,6.19,1.19,168844.0,338805443.0,8.8,20.89,19.2,19.3,19.21,2.1,24.95,56.88,3.56,36.96,1380781650.0,0.2,0.25,7.14,37.74
120,600246,万通发展,6.4,6.14,0.37,904542.0,573146341.0,7.3,6.48,6.04,6.08,6.03,2.31,4.72,-86.97,2.38,122.68,12268262886.0,0.0,-0.16,1.75,-14.09
121,601599,浙文影业,4.16,6.12,0.24,1933300.0,811387477.0,7.4,4.31,4.02,4.09,3.92,8.07,16.66,30.81,3.11,48.28,4827856604.0,0.24,0.0,6.39,16.2
122,600505,西昌电力,15.98,6.11,0.92,623449.0,983186529.0,10.42,16.47,14.9,15.06,15.06,2.88,17.1,1074.63,4.8,58.26,5825788650.0,0.0,0.06,54.25,32.07
123,002363,隆基机械,7.85,6.08,0.45,590778.0,471476561.7,9.86,8.14,7.41,7.44,7.4,8.47,14.21,43.63,1.56,32.8,3263701611.0,-0.25,0.0,-0.51,19.48
124,300422,博世科,5.41,6.08,0.31,608203.0,331757061.2,8.63,5.71,5.27,5.35,5.1,1.62,11.77,-69.18,2.21,28.88,2794483304.0,-0.18,-0.18,28.2,24.37
125,000520,凤凰航运,5.07,6.07,0.29,1129383.0,562493082.57,10.46,5.23,4.73,4.76,4.78,3.59,11.16,-512.29,11.24,51.31,5131263117.0,0.0,-0.39,3.68,8.33
126,300607,拓斯达,36.41,6.06,2.08,638456.0,2248366508.04,9.99,37.01,33.58,34.15,34.33,1.91,18.91,1126.3,6.2,173.67,12295292427.0,0.03,0.11,-0.82,42.84
127,870508,丰安股份,21.77,6.04,1.24,42026.0,90469874.05,10.08,22.48,20.41,20.85,20.53,4.99,10.28,33.03,2.85,13.55,890383160.0,0.79,1.02,12.1,74.3
128,301520,万邦医药,47.72,6.04,2.72,87935.0,420019256.17,10.78,49.9,45.05,45.83,45.0,3.04,39.22,67.12,2.12,31.81,1070025178.0,0.15,0.08,15.21,25.09
129,603659,璞泰来,17.12,6.01,0.97,605902.0,1031924389.0,5.02,17.34,16.53,16.53,16.15,4.45,2.84,18.76,1.98,365.88,36575152181.0,0.0,-0.06,-2.12,7.61
130,688156,路德环境,16.08,5.93,0.9,65712.0,104869488.0,9.03,16.43,15.06,15.18,15.18,3.73,6.52,322.75,1.94,16.19,1619483645.0,0.0,0.12,18.93,18.85
131,300379,*ST东通,5.78,5.86,0.32,597295.0,339854054.08,8.79,5.88,5.4,5.46,5.46,2.2,11.34,-26.4,1.04,32.25,3043965120.0,0.17,0.17,-67.36,-61.7
132,300132,青松股份,6.86,5.86,0.38,957156.0,645595187.99,10.49,7.08,6.4,6.44,6.48,2.1,18.84,463.94,2.73,35.44,3485437608.0,0.29,0.29,17.26,39.15
133,688613,奥精医疗,20.4,5.81,1.12,66499.0,132944723.0,7.62,20.66,19.19,19.22,19.28,1.05,4.85,670.89,1.97,27.95,2794975114.0,0.79,0.05,20.92,13.08
134,300741,华宝股份,21.36,5.74,1.16,212678.0,444243468.2,13.47,22.56,19.84,20.0,20.2,1.51,3.45,67.42,1.92,131.55,13155135924.0,0.14,0.52,30.64,23.18
135,603333,尚纬股份,9.77,5.74,0.53,1601750.0,1559970043.0,13.96,10.16,8.87,9.0,9.24,1.17,25.77,-104.74,2.93,60.72,6072324515.0,0.1,-0.1,85.04,75.4
136,300740,水羊股份,19.06,5.71,1.03,592104.0,1116896489.65,13.42,20.18,17.76,17.9,18.03,0.95,16.57,44.18,3.58,74.02,6811249274.0,-0.05,-0.21,54.08,44.18
137,002956,西麦食品,23.82,5.68,1.28,109744.0,261611204.54,9.72,24.6,22.41,22.51,22.54,1.35,4.92,24.38,3.39,53.18,5317202850.0,0.04,0.08,49.91,42.89
138,920128,胜业电气,39.01,5.66,2.09,69731.0,267376077.0,7.37,39.39,36.67,36.84,36.92,2.01,33.69,84.15,5.93,31.67,807507000.0,-0.03,-0.05,1.85,35.55
139,000826,启迪环境,2.27,5.58,0.12,3000136.0,697682306.55,10.23,2.37,2.15,2.17,2.15,1.42,21.05,-6.1,4.69,32.36,3235142617.0,0.0,-0.44,17.01,13.5
140,600098,广州发展,6.84,5.56,0.36,755674.0,511658347.0,7.87,6.98,6.47,6.48,6.48,4.66,2.16,13.25,0.9,239.83,23931449754.0,0.0,-0.15,11.95,6.54
